Annual Return (%),Annual Volatility (%),Sharpe Ratio
14.4696,14.6095,0.6482
17.6368,16.1083,0.7845
16.7113,17.4414,0.6715
20.7551,18.2292,0.8643
16.4137,15.423,0.74
19.4989,17.5383,0.8267
15.77,16.4096,0.6563
25.8688,19.8892,1.0493
17.5893,18.0144,0.6988
19.3144,19.0409,0.7518
23.5527,22.4939,0.8248
16.8884,15.7882,0.753
19.1095,15.9919,0.8823
17.1343,14.7971,0.82
21.1625,16.2927,0.992
18.7907,16.5296,0.8343
19.2875,17.1675,0.8322
14.9223,15.4677,0.6415
14.5865,17.2645,0.5553
23.7735,18.2402,1.0292
16.0444,15.12,0.7305
26.431,21.8903,0.979
22.4039,18.734,0.929
19.7617,16.9728,0.8697
20.9375,17.0956,0.9323
22.6158,17.0915,1.0307
21.1597,18.4313,0.8768
16.6854,15.7872,0.7402
16.2292,15.9353,0.7047
16.1568,14.4553,0.7718
15.4077,14.2944,0.7281
19.6796,16.9307,0.867
15.4724,16.3737,0.6396
17.2845,14.4061,0.8527
22.1458,19.6008,0.8747
25.0291,20.9409,0.9565
19.9867,15.8339,0.9465
17.3632,16.1106,0.7674
24.953,22.3213,0.8939
20.6771,17.4632,0.8977
23.4333,19.8168,0.9302
16.003,17.1666,0.641
15.8573,15.4839,0.7012
17.8657,14.4364,0.8912
20.0197,15.6057,0.9624
23.8771,19.7129,0.9576
23.3305,18.2279,1.0056
16.7357,15.2034,0.7719
18.8025,16.2833,0.8476
21.7795,16.3197,1.0282
25.4707,20.2343,1.0117
17.7815,15.9047,0.8036
15.8265,15.1799,0.7132
23.4959,17.9769,1.0289
19.5167,15.5297,0.9348
20.7052,16.3549,0.9603
18.9987,15.3109,0.9143
18.66,19.7707,0.6909
21.6539,15.9582,1.0436
16.1324,14.8095,0.7517
19.8315,18.3704,0.8074
15.9239,14.5299,0.7518
18.1919,15.4844,0.8519
21.1896,18.9684,0.8535
14.5184,16.2271,0.5866
13.5776,14.7273,0.5824
17.9093,16.3171,0.7911
16.4931,15.8329,0.7259
18.4555,17.263,0.7794
19.6068,15.318,0.9536
20.3183,17.8298,0.8591
25.3303,22.1914,0.9161
18.2351,16.3605,0.809
15.6622,14.8598,0.7175
16.2973,16.8282,0.6713
19.0974,16.0679,0.8774
20.7742,17.2086,0.9166
19.2345,16.787,0.8479
20.417,17.4468,0.8837
18.9494,15.3432,0.9092
16.1456,16.9301,0.6583
16.4744,15.8352,0.7246
17.5922,18.2578,0.6897
24.141,19.4917,0.982
20.177,16.6846,0.9096
18.5429,16.2269,0.8346
16.5544,15.7552,0.7334
19.0063,17.0698,0.8205
18.455,17.4326,0.7718
21.1856,18.0136,0.8985
18.6004,18.7371,0.7259
14.0739,16.1204,0.5629
20.1022,16.3066,0.9261
17.6187,16.0319,0.7871
21.653,17.843,0.9333
22.8319,19.0769,0.9347
16.0933,16.6989,0.6643
22.8271,18.831,0.9467
21.645,18.492,0.9001
17.726,15.6481,0.8133
23.5921,19.0008,0.9785
17.2072,16.7827,0.7274
22.1397,21.1954,0.8087
20.1937,17.1681,0.885
14.7125,14.8395,0.6545
24.1002,22.7439,0.8398
24.0176,19.0245,0.9996
19.8085,15.6696,0.945
20.4556,17.6765,0.8744
14.9827,14.6141,0.6831
14.878,15.314,0.645
20.7863,17.4962,0.9023
14.3942,14.0783,0.6673
16.9719,15.4009,0.7774
21.6778,18.0784,0.9225
18.9626,15.8808,0.8792
23.4013,18.5727,0.9908
20.6287,16.1616,0.967
20.9911,18.0972,0.8836
18.1254,16.3374,0.8034
14.7724,14.2284,0.6868
16.8762,16.3707,0.7255
14.4691,16.1678,0.5857
21.6374,19.0361,0.874
19.2205,16.3475,0.8699
22.3599,19.4465,0.8927
17.7868,16.2143,0.7886
22.537,16.5478,1.0598
17.5626,17.1605,0.7321
20.8247,18.0302,0.8777
23.4706,19.5598,0.9443
15.2198,15.5221,0.6584
21.9707,19.1462,0.8864
17.5615,15.2162,0.8255
19.4231,17.9738,0.8025
20.4361,17.6494,0.8746
23.0136,19.0475,0.9457
20.369,17.1769,0.8947
18.9009,18.7352,0.742
20.4415,17.1391,0.901
18.1125,16.8592,0.7778
21.8354,16.8986,0.9963
19.5268,17.2445,0.8424
21.9172,18.8254,0.8986
22.0683,16.773,1.0176
14.6335,14.4477,0.6668
24.6845,22.9099,0.8592
18.4567,15.833,0.8499
21.6389,16.6986,0.9964
16.8893,16.7913,0.7081
16.231,16.2256,0.6922
22.7747,17.8157,0.9977
18.6785,16.1901,0.8449
13.8086,16.2601,0.5417
17.0201,17.4689,0.6881
14.8479,15.7572,0.625
20.7335,16.925,0.9296
25.4986,19.0919,1.0737
19.2065,16.0946,0.8827
25.1531,19.7116,1.0224
18.6619,17.4304,0.7838
18.0079,16.7766,0.7754
18.5172,17.0554,0.7925
15.3908,16.3389,0.636
17.4632,14.841,0.8398
20.5934,16.1055,0.9682
16.8834,14.1946,0.8372
25.8063,19.3872,1.0732
20.9143,17.3081,0.9195
20.0319,17.882,0.8406
18.7123,15.2234,0.9007
21.5183,18.7982,0.8787
19.6451,18.3355,0.7987
23.6711,18.1244,1.0302
21.4352,21.4179,0.7674
18.5057,14.2772,0.946
22.4768,17.8809,0.9774
19.3612,15.9086,0.9027
18.6583,17.8602,0.7647
20.6054,16.7066,0.9341
16.7202,15.475,0.7574
21.8429,20.7774,0.8106
22.0615,18.1007,0.9426
22.8379,21.4346,0.8322
21.7642,16.5533,1.0127
20.468,17.1247,0.9033
20.2598,16.5781,0.9205
20.2741,17.078,0.8944
21.2199,19.3203,0.8395
17.6724,14.722,0.8608
21.8189,20.0555,0.8386
21.3079,16.1347,1.0107
21.6906,17.5366,0.9518
22.3598,19.5675,0.8872
21.6671,19.3749,0.8602
21.615,20.4374,0.813
21.1748,16.4958,0.9805
19.5064,17.0556,0.8505
17.3841,16.6938,0.7418
22.0553,16.3368,1.044
16.4034,14.8128,0.7698
18.1612,15.1566,0.8683
23.8247,19.9399,0.9441
18.7246,15.2945,0.8974
25.321,19.7214,1.0304
21.7084,16.902,0.9885
18.9203,15.3844,0.9048
21.0288,18.8228,0.8516
29.4867,24.9726,0.9805
19.6302,15.9389,0.9179
17.6478,14.814,0.8538
17.4587,17.8962,0.6962
18.4572,16.6986,0.8059
17.0923,14.8457,0.8145
25.7868,18.4002,1.1297
22.6695,17.2043,1.027
19.6308,17.5074,0.8357
18.3987,17.0025,0.788
13.9139,16.6014,0.5369
21.2553,16.0886,1.0104
20.2542,16.8994,0.9027
18.7997,16.7019,0.8262
20.8742,17.9118,0.8862
22.8452,21.117,0.8451
15.7753,16.9217,0.6368
21.1798,19.0812,0.8479
21.0195,18.7947,0.8523
16.4238,16.5586,0.6899
22.6901,19.1083,0.9258
23.3803,19.3577,0.9495
23.0134,20.0664,0.8977
27.9394,24.5483,0.9345
17.8346,16.5971,0.7733
21.7945,19.7791,0.8491
20.9002,18.8556,0.8433
20.1291,15.8952,0.9518
15.6708,15.3654,0.6945
23.193,22.5057,0.8084
15.4623,14.5629,0.7184
18.4337,16.6984,0.8045
21.076,18.9708,0.8474
19.1027,15.0052,0.9399
19.6234,15.3075,0.9553
18.0661,17.009,0.7682
20.8173,17.647,0.8963
21.7579,16.7889,0.9982
19.8766,19.9472,0.7458
19.458,17.0669,0.8471
16.3494,15.5209,0.7312
20.8099,17.8837,0.884
19.6919,16.0352,0.9162
22.6433,19.4822,0.9056
19.6582,15.9511,0.9189
17.3991,16.5396,0.7497
24.4054,20.5783,0.943
17.7996,15.8291,0.8086
20.0673,17.1662,0.8777
19.3114,15.9683,0.8962
16.6226,14.8404,0.7832
15.0412,14.7375,0.6813
17.9274,15.6429,0.8264
16.738,14.7595,0.7953
22.6335,17.309,1.0187
19.8033,16.2696,0.9099
14.9604,15.0368,0.6624
16.8058,17.7466,0.6652
19.1382,16.9367,0.8348
17.6176,16.4852,0.7654
14.9878,16.4711,0.6064
22.6439,20.0224,0.8812
18.1079,16.984,0.7718
19.4243,17.7837,0.8111
18.4552,15.8558,0.8486
21.6446,18.8808,0.8816
19.9403,17.7239,0.8429
13.7281,14.5891,0.5983
20.9729,18.5507,0.861
18.5774,16.7834,0.809
19.6657,18.3747,0.7981
15.9195,17.4435,0.626
16.1494,16.9122,0.6593
19.7911,16.3803,0.903
19.1206,15.1941,0.9294
14.1675,15.5773,0.5885
19.6797,18.2202,0.8057
20.008,15.7167,0.9549
21.0434,19.0522,0.8421
23.0121,20.4534,0.8806
18.4383,15.9675,0.8416
19.2087,15.611,0.9102
19.6185,17.2587,0.847
21.2092,19.2169,0.8435
19.2666,16.9451,0.8419
18.5402,17.1867,0.7878
23.2259,19.7335,0.9236
18.8305,15.6596,0.8832
14.2596,13.8259,0.6697
19.6066,17.0655,0.8559
15.3837,15.8097,0.6568
24.1276,19.5939,0.9762
20.3311,17.5924,0.8715
18.0982,16.4159,0.7979
17.2873,15.2469,0.8059
18.0066,18.8151,0.6913
15.0025,15.5539,0.6431
20.8985,17.4942,0.9088
22.5795,20.2871,0.8665
20.036,17.5842,0.8551
15.5834,15.0019,0.7055
15.3804,16.8285,0.6168
22.5993,19.024,0.9251
17.159,18.3922,0.6611
18.6522,16.8044,0.8124
19.8302,15.8969,0.9329
17.8275,17.9545,0.7144
17.6571,16.9772,0.7455
21.0558,20.4939,0.7834
23.468,17.0269,1.0846
17.6225,17.5949,0.7174
18.7542,15.8202,0.8694
20.5774,18.2829,0.852
17.8302,17.529,0.7319
15.0248,13.8614,0.7232
19.0861,18.6396,0.7557
19.3393,17.6337,0.8132
13.6845,13.6494,0.6363
24.8136,25.5017,0.777
15.1998,15.9152,0.6409
20.0662,16.7658,0.8986
22.2465,20.0523,0.8601
17.1195,15.1941,0.7976
21.9154,18.3452,0.9221
17.1395,14.9411,0.8125
19.7386,17.9817,0.8196
20.4111,19.4437,0.7926
20.939,17.609,0.9052
16.7296,15.6583,0.7491
17.5742,15.5531,0.8085
20.4334,17.7716,0.8684
16.5602,15.6002,0.741
20.2753,17.9035,0.8532
22.2944,17.8775,0.9674
17.9725,18.4563,0.7029
24.7068,19.468,1.0123
19.1048,17.2136,0.8194
21.6684,15.8187,1.0537
18.8102,20.4574,0.6751
20.1143,15.6827,0.9638
18.4737,16.7691,0.8035
19.8517,17.0049,0.8734
20.1419,17.8473,0.8484
20.3008,17.5392,0.8724
13.4636,15.0976,0.5606
16.3776,15.5877,0.7299
17.9303,16.2122,0.7976
13.1562,15.081,0.5408
21.8009,19.9355,0.8428
19.9431,16.2472,0.9197
24.1921,19.2488,0.9971
21.277,16.9657,0.9594
23.9296,19.7974,0.9562
22.5802,16.6026,1.0589
17.8106,15.8028,0.8107
17.136,16.3992,0.74
17.5075,17.6382,0.7091
17.2918,17.5025,0.7023
19.151,17.1396,0.8256
18.5125,17.9777,0.7516
21.6106,17.0724,0.973
20.3263,17.7399,0.8639
23.5898,23.2861,0.7983
24.3349,19.6753,0.9827
19.6017,15.9041,0.9181
16.0241,14.8498,0.7424
17.5765,17.1874,0.7317
20.7297,16.7905,0.9368
16.811,15.9849,0.7389
16.9903,17.6042,0.6811
17.1176,14.7515,0.8215
19.3281,18.4564,0.7763
19.1875,17.6982,0.8016
21.4888,18.3634,0.8979
17.9315,16.037,0.8063
24.7739,20.2563,0.9762
19.624,16.3459,0.8947
20.9374,16.3309,0.9759
18.0996,15.5333,0.8433
21.1842,17.174,0.9424
22.2151,18.7074,0.9202
21.9798,19.747,0.8599
21.0482,18.8787,0.8501
18.8595,16.0032,0.866
21.2576,19.2371,0.8451
14.0814,17.4914,0.5192
22.0453,16.1889,1.0529
22.1904,18.338,0.9374
15.0324,15.8811,0.6317
17.417,16.489,0.753
15.68,14.9548,0.7141
19.3179,17.5445,0.8161
20.2478,17.3073,0.881
20.9464,18.7968,0.8484
20.9104,16.4098,0.9696
23.7283,21.3151,0.8786
17.708,15.7906,0.8048
22.8412,18.6918,0.9545
21.5626,19.1424,0.8652
28.0256,21.0144,1.0957
18.8697,17.4136,0.7965
21.5819,21.4337,0.7736
21.8748,17.9596,0.9396
27.1708,21.4642,1.0329
17.9276,14.9954,0.8621
18.4417,16.9911,0.7911
21.4287,17.7441,0.9259
18.9922,18.0769,0.774
21.4221,19.7037,0.8335
25.1847,20.1992,0.9993
21.504,16.1402,1.0225
19.2484,15.9459,0.8935
20.5147,17.2391,0.9
21.4597,16.6885,0.9863
18.9587,18.8461,0.7407
23.9869,18.3033,1.0374
20.4816,18.2094,0.8502
19.3858,17.1174,0.8404
16.921,16.488,0.723
21.7556,19.3712,0.865
18.6859,15.8524,0.8633
19.4269,17.442,0.8271
17.6996,16.7007,0.7604
22.6106,18.6453,0.9445
22.4441,16.9888,1.0268
20.3508,18.238,0.8417
17.8035,17.5991,0.7275
17.8795,18.7742,0.686
23.2051,17.2877,1.0531
16.7778,14.2106,0.8288
18.7994,17.812,0.7747
17.9963,16.9845,0.7652
20.3079,19.6258,0.78
21.3396,17.7789,0.919
15.9982,16.498,0.6666
19.1986,19.7257,0.7198
15.4734,15.9129,0.6582
22.7621,19.3003,0.9203
17.5621,15.6524,0.8026
21.548,19.0857,0.867
21.472,20.0193,0.8228
14.3293,15.0544,0.6197
23.7661,20.5321,0.914
20.8979,16.2717,0.977
20.3258,16.9714,0.903
25.0838,20.4125,0.9839
17.9013,15.2187,0.8477
18.1568,15.5422,0.8465
14.4366,15.4056,0.6125
24.1658,21.3361,0.8983
20.5764,19.5002,0.7988
21.3529,16.4257,0.9956
19.8387,16.361,0.907
19.6544,16.9726,0.8634
19.0516,15.8828,0.8847
15.7463,16.669,0.6447
17.9407,17.8093,0.7266
19.7882,17.9658,0.8231
22.8448,17.5757,1.0153
21.1221,19.748,0.8164
17.5145,15.0146,0.8335
19.9834,18.8978,0.7929
17.2914,16.3734,0.7507
18.9894,17.161,0.8152
20.1189,17.7291,0.8528
19.4327,18.3114,0.7882
15.1536,16.3637,0.6205
21.7662,18.8443,0.8897
16.9627,15.6723,0.7633
24.021,19.4617,0.9774
15.7292,14.8991,0.7201
20.5898,17.4597,0.8929
22.7435,19.2615,0.9212
18.3678,14.5472,0.9189
17.3028,15.9174,0.7729
17.9993,18.2503,0.7123
18.8811,15.6242,0.8884
19.2423,16.3181,0.8728
22.0074,16.8562,1.009
24.2933,21.7103,0.8887
18.7587,16.6869,0.8245
22.1021,17.2414,0.9919
20.2694,18.241,0.8371
16.1894,15.8458,0.7061
23.8476,20.339,0.9267
15.025,16.7463,0.5986
17.2174,16.0031,0.7634
22.0601,18.1457,0.9402
20.4498,17.2661,0.8948
20.0939,19.0203,0.7936
21.2756,17.8701,0.9108
19.2353,19.5827,0.7269
18.4293,16.6204,0.808
18.6801,15.58,0.8781
27.6834,21.4831,1.0559
18.0143,15.9319,0.8169
24.0591,19.1617,0.9946
17.9929,17.6276,0.7371
20.5853,16.3976,0.9505
22.1102,18.7613,0.912
19.8353,17.908,0.8284
20.5276,17.5066,0.887
16.0504,14.3555,0.7698
19.3229,15.4748,0.9256
15.9458,16.4631,0.6649
17.939,18.4087,0.7029
14.0137,15.7813,0.5712
23.5387,20.0961,0.9225
16.0867,15.6638,0.7078
19.9217,14.8187,1.0069
17.6129,15.6168,0.8076
18.2387,16.9645,0.7804
19.8591,18.2761,0.813
22.667,17.7675,0.9943
17.6323,13.9982,0.9024
18.3759,15.0008,0.8917
17.8835,14.8008,0.8705
18.1094,17.0259,0.77
24.574,19.2023,1.0194
23.8103,19.6804,0.9558
24.1154,18.9112,1.0108
18.0112,15.1447,0.8591
21.5291,20.2578,0.8159
17.6559,15.9039,0.7958
18.3563,15.5573,0.8585
22.6643,19.0409,0.9277
21.5009,17.2814,0.9548
18.2801,16.4408,0.8078
20.1554,15.1365,1.0012
15.7331,17.8571,0.6011
20.9433,20.4333,0.7803
20.6854,18.719,0.8379
18.4415,16.9391,0.7935
23.4891,21.2697,0.8693
18.887,17.4045,0.7979
19.9747,16.4724,0.9091
13.5047,15.2148,0.559
20.465,17.2761,0.8952
17.1671,14.1063,0.8625
20.3716,17.1647,0.8955
18.0088,14.3645,0.9056
18.4263,15.7026,0.855
19.3631,18.1144,0.7929
19.3305,20.3842,0.703
14.9136,13.5316,0.7326
21.5091,19.5313,0.8453
21.2363,20.2825,0.8005
16.3834,15.4949,0.7347
18.9224,17.878,0.7787
22.9705,17.1722,1.0465
18.7076,15.5914,0.8792
19.9413,16.2885,0.9173
21.4667,17.5725,0.9371
18.8934,16.2247,0.8563
16.8617,18.5452,0.6396
18.2856,17.7053,0.7504
18.2876,16.8335,0.7894
17.851,16.2069,0.7929
20.083,17.0286,0.8857
20.9,17.7688,0.8948
20.8905,16.6617,0.9537
21.8267,17.8216,0.9442
19.4904,19.0354,0.7612
17.0175,16.3651,0.7343
20.0417,17.257,0.8716
15.6254,13.4422,0.7904
17.2875,16.7867,0.732
17.066,15.407,0.7832
15.4165,16.1432,0.6453
16.1601,14.837,0.7522
16.5843,15.5687,0.7441
21.7873,18.1717,0.9238
18.2275,15.2959,0.8648
15.9268,15.7521,0.6937
22.7978,20.4445,0.8705
21.0389,19.0371,0.8425
20.7374,18.4569,0.8527
16.8389,14.2987,0.828
17.312,17.0988,0.7201
18.6066,14.4474,0.9418
18.7155,17.244,0.7954
15.1752,14.9381,0.6812
19.2956,16.5436,0.8641
21.5929,18.7539,0.8848
24.9015,22.0183,0.9039
18.3408,17.3241,0.7701
14.2522,15.8232,0.5847
21.524,18.994,0.87
21.4996,17.5592,0.9397
18.7369,15.3277,0.8962
17.847,15.9176,0.8071
20.3188,16.1335,0.9495
18.5803,16.1583,0.8405
19.6673,18.3484,0.7994
18.2156,15.7265,0.8403
22.5732,19.914,0.8825
22.4869,18.8768,0.9264
22.9502,19.9978,0.8976
18.013,17.1899,0.757
22.4633,18.0517,0.9674
18.922,16.2285,0.8579
16.005,16.5742,0.664
16.8677,14.4996,0.8185
19.4188,17.7866,0.8107
14.0856,13.572,0.6694
14.6199,14.6626,0.6561
20.1916,18.9468,0.8018
21.5866,18.9389,0.8758
19.9748,16.8052,0.8911
16.8678,16.0105,0.7413
16.8816,16.7711,0.7085
20.1633,18.0881,0.8383
17.9867,15.4513,0.8405
17.9843,15.3783,0.8443
19.4793,19.476,0.7434
14.4888,14.1914,0.6686
26.6143,19.4438,1.1116
20.63,17.1534,0.9112
23.9342,17.329,1.0926
17.7626,18.8796,0.676
21.1061,18.5736,0.8671
21.3789,17.0984,0.9579
21.5492,19.2507,0.8597
16.6997,15.9627,0.7329
17.6033,16.19,0.7785
21.1854,19.1502,0.8452
17.8159,16.0884,0.7966
20.9716,17.4676,0.9144
21.3663,18.0174,0.9084
18.9626,17.7693,0.7858
21.5134,19.3741,0.8523
17.4449,16.0255,0.7766
20.4426,16.1914,0.9538
22.2895,20.3633,0.8491
16.5428,17.4554,0.6613
21.8306,19.6596,0.8561
16.2093,17.2559,0.6496
17.0718,16.2343,0.7436
21.335,20.4784,0.7977
18.2346,17.264,0.7666
18.8467,19.1744,0.7221
18.6961,16.3143,0.8395
16.1366,14.6811,0.7586
16.9557,15.9345,0.7503
22.4355,19.2367,0.9064
21.4081,18.7369,0.8757
22.3573,17.9448,0.9673
23.7591,17.1837,1.0917
21.4485,17.3168,0.9499
21.1194,17.8631,0.9024
25.6024,20.8298,0.9891
17.2962,14.8919,0.8257
19.4454,17.497,0.8256
18.8039,15.2007,0.9081
19.6936,15.2699,0.9623
15.9126,15.0343,0.7258
17.2107,14.2326,0.8579
17.4275,16.0622,0.7737
16.5293,17.1538,0.6721
16.4839,15.0722,0.7619
19.4035,15.2736,0.943
22.8616,18.9936,0.9404
18.9709,17.0445,0.8197
13.6777,14.6358,0.5929
19.0251,17.5467,0.7993
17.3891,14.7561,0.8396
23.9212,18.2259,1.0382
16.8082,15.6318,0.7554
18.6086,15.1866,0.8961
20.8664,16.6275,0.9542
14.1302,16.4425,0.5553
15.1284,15.729,0.6439
19.0677,19.7527,0.7122
16.6388,15.6902,0.7418
17.9357,16.0743,0.8047
13.9693,13.775,0.6511
18.5652,15.0114,0.9037
19.8961,17.8641,0.8339
22.1723,17.3814,0.988
19.0445,15.902,0.8832
21.6824,19.3712,0.8612
21.4892,17.7234,0.9304
14.9165,16.1107,0.6155
14.2108,17.4425,0.5281
20.4005,17.9166,0.8596
20.5707,15.1272,1.0293
19.4022,16.9263,0.8509
24.3627,18.4626,1.0488
15.8505,16.6995,0.6497
21.004,19.0994,0.8379
18.2086,17.5832,0.7512
18.7518,16.1839,0.8497
23.6609,20.0062,0.9328
23.3818,20.4482,0.8989
21.0643,17.9856,0.8932
17.8083,16.0387,0.7986
21.6941,17.7726,0.9393
16.3852,18.0202,0.6318
21.0195,17.2387,0.9293
21.5799,17.0385,0.9731
19.5642,16.1647,0.901
22.7843,19.3302,0.92
20.452,17.3514,0.8905
21.0115,15.5962,1.0266
15.144,16.6759,0.6083
18.3765,18.324,0.73
16.9886,15.6117,0.7679
15.5869,15.1084,0.7007
21.1613,16.9614,0.9528
15.9561,14.6969,0.7455
21.7981,16.8562,0.9966
19.5719,16.7452,0.8702
21.1918,17.7997,0.9097
15.5506,16.0017,0.6593
21.3213,18.326,0.8906
24.0198,18.05,1.0537
19.6615,18.4872,0.7931
18.831,16.8315,0.8217
17.7872,14.9345,0.8562
20.7111,16.228,0.9681
16.5464,17.1425,0.6736
18.0774,15.8771,0.8237
18.8162,16.9982,0.8128
18.3868,17.8541,0.7498
23.4362,19.9439,0.9244
22.0822,17.6918,0.9655
20.1068,14.4435,1.0459
17.5426,16.6786,0.752
19.0671,16.3046,0.8628
16.8914,16.4093,0.7247
21.6718,17.0394,0.9784
19.3785,17.0744,0.8421
22.9359,17.4307,1.029
24.6673,17.8254,1.1033
22.4571,18.4712,0.9451
18.2971,15.467,0.8597
16.437,14.5049,0.7885
18.4652,17.2413,0.781
23.1225,21.607,0.8387
16.2934,16.7676,0.6735
21.3541,18.7304,0.8731
20.7042,17.8242,0.8811
19.0414,15.8798,0.8842
17.0354,17.3932,0.692
17.8898,16.4502,0.7836
21.7878,19.9461,0.8417
16.4492,14.2341,0.8043
16.7601,18.6854,0.6294
17.2569,17.07,0.718
17.2936,18.4677,0.6657
18.4667,15.2238,0.8846
23.5359,22.3692,0.8286
20.1129,18.0434,0.8376
18.061,16.5412,0.7896
16.4154,16.8082,0.6792
23.8665,17.8699,1.0558
17.5341,14.9118,0.8406
21.6404,19.0804,0.8721
17.2771,17.6035,0.6974
18.5357,17.7492,0.7626
16.7064,16.3906,0.7142
16.4144,16.4612,0.6934
19.6657,16.7973,0.8731
14.2805,14.0538,0.6604
18.7942,16.7618,0.823
13.5105,16.383,0.5195
15.2014,17.8689,0.5709
21.98,20.1888,0.8411
18.6387,19.2795,0.7074
20.0002,16.3658,0.9166
19.1301,17.5314,0.806
17.6112,16.0771,0.7844
15.6248,14.4291,0.7363
19.076,15.9515,0.8824
18.4556,17.9833,0.7482
18.3728,19.6693,0.6799
22.9201,17.7189,1.0114
18.812,16.9177,0.8164
17.4557,16.3925,0.7598
21.3062,16.0001,1.0191
17.0005,17.9356,0.6691
15.6826,17.8965,0.5969
17.3685,16.064,0.7699
19.4762,16.6251,0.8707
19.0348,18.0391,0.778
20.6849,18.923,0.8289
18.2314,16.2428,0.8146
21.2818,19.4297,0.838
20.4922,17.4098,0.8899
19.6387,18.2673,0.8014
21.6554,18.1746,0.9164
23.5688,16.6415,1.1158
18.8109,14.6522,0.9426
18.4188,15.236,0.8807
18.7175,17.7529,0.7727
21.6454,18.6884,0.8907
14.2202,14.4932,0.6362
19.8105,16.0081,0.9252
18.295,16.204,0.8205
21.7933,19.3725,0.8669
22.5707,17.047,1.0307
17.0483,15.5004,0.7773
17.9363,15.1944,0.8514
22.3824,20.5434,0.8461
23.2029,20.1785,0.9021
18.3098,16.965,0.7845
21.9542,19.3633,0.8756
24.6866,19.8977,0.9894
21.1268,18.3919,0.8768
16.9852,16.4501,0.7286
21.2553,19.1704,0.8479
15.0986,14.484,0.6972
19.4653,18.2066,0.7945
20.4986,17.8618,0.8677
20.8372,17.0084,0.9311
14.0089,17.6733,0.5097
20.063,16.4265,0.917
17.143,16.4857,0.7366
16.9758,16.0381,0.7467
22.6972,17.485,1.0121
19.8039,16.0321,0.9234
26.9278,20.7761,1.0554
20.4531,17.8746,0.8645
15.7376,14.5159,0.7397
20.6853,19.0463,0.8235
19.146,15.533,0.9107
15.8237,14.3514,0.7542
21.9884,16.744,1.0146
20.1328,18.6061,0.8133
20.9753,17.3145,0.9227
20.9485,17.3313,0.9202
14.333,15.8757,0.5879
22.6583,17.1297,1.0309
20.9946,16.3379,0.979
21.7215,18.7984,0.8895
18.8404,17.729,0.7807
19.5082,17.1639,0.8453
15.6873,14.1892,0.7532
14.1721,16.1635,0.5675
19.1979,15.7587,0.901
19.3815,18.2169,0.7895
19.3621,18.2799,0.7857
14.6012,14.435,0.6651
21.6454,18.7048,0.8899
21.1807,17.8556,0.9062
21.808,20.624,0.815
17.8043,14.8925,0.8598
17.9986,15.6284,0.8317
15.9758,16.1862,0.6781
18.3026,16.9026,0.787
21.044,16.7205,0.9595
21.946,17.3543,0.9765
18.5264,16.6017,0.8148
15.1527,13.2974,0.7635
20.7711,17.1245,0.921
19.8535,18.6557,0.7962
21.3294,19.5196,0.8366
15.9218,16.6978,0.6541
19.3408,17.2629,0.8307
20.2046,18.0792,0.841
17.7973,16.7201,0.7654
18.2453,16.706,0.7928
14.0918,18.246,0.4983
20.0641,16.6131,0.9068
21.6779,17.6653,0.9441
21.4077,18.1121,0.9059
19.9776,17.453,0.8582
23.4297,19.4179,0.9491
21.0265,17.3035,0.9262
18.4629,16.928,0.7953
19.1185,17.6356,0.8006
16.0352,18.1118,0.6093
19.793,15.5541,0.9511
18.2847,15.2178,0.873
18.7565,16.4582,0.8358
15.0751,16.2904,0.6185
20.9608,17.2508,0.9252
17.257,18.8795,0.6492
23.392,17.8758,1.0289
25.2631,19.0315,1.0647
22.627,17.6267,1.0
21.1773,17.2431,0.9382
16.162,13.3941,0.8334
21.1977,19.5175,0.8299
18.8236,17.6697,0.7823
15.42,13.6552,0.7631
20.3911,18.2903,0.8415
21.2296,19.4324,0.8352
22.3389,16.3995,1.0573
19.1947,16.1823,0.8772
18.5796,14.8694,0.9133
18.9567,17.7831,0.7848
27.1451,23.8365,0.929
19.774,16.8051,0.8791
20.3648,18.6586,0.8235
18.3327,15.815,0.843
20.2948,17.282,0.885
20.8288,21.6381,0.7315
20.5033,18.1096,0.8561
22.4787,19.6002,0.8918
22.6736,18.7644,0.9419
21.9838,18.3303,0.9265
26.7043,20.3237,1.0679
20.6498,16.378,0.9555
17.8116,16.3629,0.783
15.0279,14.4913,0.692
19.9415,18.2153,0.8203
16.9356,15.0543,0.7928
16.3579,15.7679,0.7203
23.9144,18.5178,1.0214
20.647,17.9337,0.8725
20.6171,17.4546,0.8947
18.5019,15.5178,0.8701
16.2594,17.2885,0.6513
20.4221,19.3327,0.7977
23.345,18.0467,1.0165
18.6837,16.5615,0.8262
22.2179,18.5269,0.9293
15.4996,15.1753,0.6919
18.5813,16.0013,0.8488
21.5883,18.6853,0.8878
24.054,21.6982,0.8781
17.4604,14.6367,0.8513
15.2433,15.185,0.6746
20.703,18.7866,0.8359
18.6371,16.4638,0.8283
20.1821,17.4066,0.8722
21.0444,16.9644,0.9458
15.5342,15.3904,0.6845
20.343,18.2017,0.8429
21.4893,16.6257,0.9918
18.8486,14.7915,0.9363
15.2419,15.3647,0.6666
16.1858,15.801,0.7079
16.652,15.2146,0.7658
26.248,19.6055,1.0838
19.7256,16.5031,0.8923
19.8532,18.0628,0.8223
20.2342,17.6909,0.8611
19.4927,16.1453,0.8976
21.6525,17.3436,0.9602
20.752,19.0668,0.8261
