Annual Return (%),Annual Volatility (%),Sharpe Ratio
20.0735,17.3666,0.868
19.5923,18.045,0.8087
19.5512,16.4967,0.8821
22.0895,17.7657,0.9619
15.3155,14.666,0.7034
21.4114,19.9785,0.8215
15.7622,15.3637,0.7005
21.9035,18.1369,0.932
14.7537,15.9103,0.613
19.8698,16.8853,0.8806
16.555,15.7311,0.7345
19.9795,17.6066,0.8508
19.2453,16.139,0.8827
18.8076,16.9484,0.8147
17.1206,16.2374,0.7465
14.099,15.126,0.6015
19.2115,15.344,0.9262
15.919,14.7031,0.7426
15.7118,15.0848,0.7101
22.9915,19.0505,0.9444
18.8067,16.3403,0.8449
20.111,16.8683,0.8958
21.3093,18.3073,0.8909
21.8924,18.2021,0.928
18.6494,15.4955,0.8809
21.6737,18.7288,0.8903
24.1637,19.985,0.9589
16.8572,17.031,0.6962
21.4147,17.2843,0.9497
15.8221,15.7873,0.6855
19.4225,17.1098,0.8429
22.6525,17.9754,0.982
25.0064,20.1514,0.9928
21.1644,16.8899,0.957
22.3078,17.6604,0.98
17.7015,15.2521,0.8328
22.7048,19.9113,0.8892
19.4146,19.4143,0.7425
18.1614,15.7728,0.8344
21.5452,18.2531,0.9064
23.5721,20.5589,0.9034
17.627,15.3329,0.8235
20.7494,18.9885,0.8294
19.9983,15.7852,0.9501
16.5637,15.219,0.7598
16.3265,17.2066,0.6583
18.307,17.146,0.7761
14.5318,15.2759,0.624
20.3568,17.286,0.8884
21.2599,18.237,0.8916
21.0342,16.7929,0.9548
20.7555,18.1052,0.8702
18.876,16.8731,0.8224
19.6919,17.0596,0.8612
23.99,18.9406,1.0026
20.6384,16.2563,0.962
18.6919,14.2661,0.9597
23.147,17.1546,1.0578
17.8741,15.53,0.829
21.7511,17.1246,0.9782
18.4297,16.1666,0.8307
21.5627,19.7499,0.8386
21.7067,16.3827,1.0198
17.8356,16.4171,0.7818
16.0543,15.3025,0.7224
14.2606,13.1909,0.702
21.2491,16.1459,1.0064
16.2319,16.614,0.6761
16.3068,16.5728,0.6823
24.9596,19.2576,1.0365
14.2313,18.6228,0.4957
15.0461,13.6844,0.7341
21.9642,21.5686,0.7865
15.2248,16.5333,0.6184
21.6809,17.3707,0.9603
21.4925,19.85,0.8309
21.9694,21.6357,0.7843
25.367,19.6252,1.0378
22.0964,18.9694,0.9013
18.4059,17.3739,0.7716
20.784,14.73,1.0716
17.7153,15.3964,0.8259
22.3613,17.5864,0.9872
20.4116,16.157,0.9539
17.9325,16.719,0.7735
25.6767,20.3698,1.0151
19.2237,16.0402,0.8868
20.6222,19.1013,0.8179
16.1953,15.5274,0.721
21.6078,16.8903,0.9833
17.2037,14.4834,0.8426
17.9406,17.1197,0.7559
21.9938,18.49,0.9191
16.8914,18.255,0.6514
19.3926,18.7472,0.7677
17.4298,17.4443,0.7125
23.8977,20.0181,0.944
27.5574,24.114,0.9354
16.6575,15.3221,0.7608
13.6859,15.7798,0.5504
20.9077,17.3436,0.9172
20.8935,17.7497,0.8954
17.8017,16.8577,0.7594
17.9502,15.0396,0.8611
25.7828,19.339,1.0747
19.8998,18.4148,0.8091
21.2327,17.3251,0.9369
21.4532,21.7261,0.7573
21.7273,20.4697,0.8172
18.9027,15.328,0.907
22.0006,18.8699,0.9009
23.5655,19.8581,0.9349
17.7893,15.321,0.8348
21.5225,16.7291,0.9877
21.0224,16.6428,0.9627
17.3407,15.4946,0.7965
21.0641,17.2553,0.931
18.1176,17.9174,0.7321
21.3751,18.9596,0.8637
17.1307,15.4793,0.7837
20.3513,19.9571,0.7692
18.035,16.0457,0.8124
19.068,15.3451,0.9168
24.024,19.1417,0.9938
22.8296,16.8878,1.0558
15.4163,15.7019,0.6634
19.3469,14.4379,0.9937
22.0511,16.5286,1.0316
23.776,19.4962,0.9631
19.8034,15.9597,0.9275
22.3761,20.6033,0.8434
20.6056,17.2054,0.907
17.1332,15.0691,0.8052
16.1949,15.1047,0.7412
21.0486,16.9565,0.9465
26.2318,18.7382,1.1331
19.0535,17.1033,0.8217
22.9029,19.1299,0.9359
18.3682,15.6976,0.8516
21.0759,16.8728,0.9528
17.2641,16.5484,0.7411
19.079,18.7904,0.7493
21.7352,19.3659,0.8642
17.644,15.5548,0.8129
16.3168,14.8495,0.7621
18.7991,16.5451,0.834
21.9919,20.1669,0.8426
15.0878,14.6378,0.6892
19.2285,18.7191,0.7601
18.8767,14.8582,0.9339
16.026,13.8109,0.7984
19.0974,17.2235,0.8185
19.5385,16.4716,0.8826
16.7565,15.2345,0.7717
20.2951,16.9246,0.9037
21.1135,16.0638,1.0031
17.0092,15.7576,0.7621
20.5215,19.2284,0.8072
19.3917,16.9507,0.849
23.3831,19.2983,0.9526
17.7983,16.0499,0.7974
19.9715,18.7845,0.797
19.4534,16.9902,0.8507
16.745,15.3376,0.7658
15.0802,15.2868,0.6594
21.3616,18.421,0.8882
17.2617,16.0653,0.7632
13.0547,14.9376,0.5392
18.4391,15.3648,0.8747
23.7454,17.0581,1.0989
18.0644,15.0318,0.8691
17.6437,17.7777,0.7112
24.3018,22.1967,0.8696
20.2452,16.8387,0.9054
18.3001,15.2188,0.8739
18.9029,16.4302,0.8462
21.366,17.6052,0.9296
21.7473,18.0355,0.9286
19.7942,16.9302,0.8738
21.8011,20.3362,0.8262
20.4955,18.1107,0.8556
16.5717,15.3736,0.7527
20.9561,17.4366,0.9151
24.4757,21.5484,0.9038
22.5826,19.7224,0.8915
21.7188,18.6736,0.8953
14.9061,17.3459,0.5711
21.8566,17.487,0.964
17.2623,15.1828,0.8076
16.8231,15.1494,0.7804
15.1129,15.021,0.6733
25.0486,18.2865,1.0964
22.4646,19.737,0.8849
18.2223,16.2075,0.8158
22.0491,21.15,0.8061
17.0728,15.2477,0.7918
18.7117,17.6388,0.7774
18.8409,15.7738,0.8775
14.5304,15.5093,0.6145
17.3941,15.931,0.778
17.1753,15.0447,0.8093
15.3982,14.696,0.7076
18.3567,17.773,0.7515
22.0756,17.5755,0.9716
17.9118,15.438,0.8364
20.5053,17.8494,0.8687
22.7649,18.3209,0.9697
23.8012,21.1595,0.8885
16.0907,15.8318,0.7005
21.5339,18.4533,0.896
22.4892,18.2735,0.9571
20.9664,18.3693,0.8692
15.9743,14.9555,0.7338
27.0436,23.233,0.9488
16.0286,14.6566,0.7525
21.0269,17.3919,0.9215
15.8768,15.2542,0.713
20.981,19.6286,0.8142
16.4819,15.1341,0.7587
16.8107,15.8669,0.7444
20.4114,18.3271,0.8409
14.4823,16.092,0.5893
19.7425,17.2675,0.8538
19.9547,17.0613,0.8765
23.849,17.2226,1.0944
25.3903,19.1455,1.065
18.2793,14.9718,0.887
18.1406,15.4123,0.8526
18.6966,15.3581,0.8918
26.4527,19.7663,1.0853
22.486,17.8943,0.9772
18.2173,16.8056,0.7865
16.5309,14.3716,0.8023
17.5796,15.3612,0.8189
21.8559,19.4476,0.8667
22.1872,20.6587,0.832
25.0683,19.3763,1.0357
18.7219,17.3892,0.7891
22.1349,18.5687,0.9228
18.5639,16.021,0.8466
15.4625,14.7757,0.7081
20.1865,16.8699,0.9002
19.2598,16.6435,0.8568
17.5171,15.2396,0.8214
15.8381,15.0768,0.7189
21.5262,19.0362,0.8681
15.0236,14.1102,0.7104
22.3659,18.4456,0.9415
20.8304,17.231,0.9187
20.2504,17.5971,0.8666
14.9496,13.5195,0.7359
17.9082,15.7542,0.8193
17.2132,15.5992,0.7829
19.3168,15.9355,0.8984
19.6649,18.92,0.7751
20.079,17.4732,0.863
19.8854,16.7282,0.8898
24.2817,19.9393,0.967
20.2112,17.1179,0.8886
20.1696,16.3489,0.9279
22.1092,19.2376,0.8894
21.8542,18.394,0.9163
15.4243,16.7311,0.623
18.9128,17.4322,0.7981
15.7875,14.0916,0.7655
13.5321,13.6718,0.6241
18.7367,16.7335,0.8209
22.2279,17.6495,0.9761
21.9704,17.7544,0.9558
14.5719,15.0557,0.6358
20.8972,17.1799,0.9253
19.4291,16.4912,0.875
24.745,22.6832,0.8705
19.0448,15.7171,0.8936
15.8005,15.7497,0.6858
18.8753,15.5762,0.8908
21.8465,18.0893,0.9313
18.4973,17.6517,0.7646
19.9023,19.3469,0.7703
23.2034,20.3103,0.8963
22.5805,17.5791,1.0001
15.5228,15.2245,0.6912
24.1092,19.0706,1.002
20.0233,15.7084,0.9564
23.5185,17.3075,1.07
14.0905,16.1553,0.5627
19.9139,16.6145,0.8976
19.0749,15.0059,0.938
20.2153,15.0862,1.0086
19.0052,16.9744,0.8251
16.5006,15.9844,0.7195
17.7177,17.7317,0.7172
17.5169,16.9362,0.7391
20.8774,16.2909,0.9746
19.6023,16.5757,0.881
20.565,16.354,0.9518
19.199,18.2971,0.776
19.0534,15.849,0.8867
21.5765,18.3883,0.9015
17.8534,16.6633,0.7714
18.6844,16.2554,0.8418
24.4528,20.5152,0.9482
15.3817,14.3021,0.7259
16.0882,15.1405,0.7324
19.1985,15.7415,0.902
15.7634,14.8746,0.7236
17.3058,17.1896,0.7159
16.9384,17.2529,0.692
13.5553,17.3833,0.4922
23.4122,18.6732,0.986
16.2589,16.1261,0.6982
19.3575,18.8217,0.7628
18.7379,17.9249,0.7664
19.0513,15.9111,0.8831
23.4294,18.6603,0.9876
22.9601,16.7225,1.074
16.682,15.3532,0.7609
18.6055,15.8671,0.8575
16.3495,16.5376,0.6863
22.1323,17.0336,1.0058
19.6724,18.0341,0.8136
19.5042,16.9374,0.8563
24.0413,20.6471,0.9222
17.0971,17.6647,0.6848
20.7416,15.226,1.0339
19.9548,17.1314,0.8729
22.0025,18.4522,0.9214
17.9249,16.735,0.7723
20.2265,16.7911,0.9068
23.0553,16.7241,1.0796
17.0809,17.7588,0.6803
22.2581,16.3809,1.0536
17.0327,16.8955,0.7122
17.0089,15.6563,0.767
27.1102,22.2582,0.9934
19.9598,19.933,0.7505
16.9489,14.9696,0.7982
20.9463,18.5049,0.8617
19.2161,15.395,0.9234
22.37,16.5875,1.0472
17.2712,15.6339,0.7849
20.1422,17.647,0.8581
21.94,17.5187,0.967
23.6122,16.3394,1.1391
21.0206,19.9396,0.8035
23.4183,20.7559,0.8874
16.9885,14.0584,0.8528
16.0519,15.0065,0.7365
18.3211,15.1408,0.8798
17.8097,19.7155,0.6497
19.4173,16.6368,0.8666
20.1827,16.2504,0.9343
21.0489,18.7116,0.8577
19.2283,18.6741,0.7619
14.9869,16.9475,0.5893
16.385,15.7244,0.724
18.6109,16.0881,0.846
22.3646,18.6362,0.9318
16.5879,14.5885,0.7943
18.1933,17.7398,0.7437
22.9306,19.4687,0.921
19.923,16.7398,0.8915
17.8551,16.9439,0.7587
15.6352,18.3006,0.5811
15.9265,15.7135,0.6954
18.3481,18.0962,0.7376
18.4314,15.6347,0.8591
17.3992,17.7081,0.7002
19.0003,16.8524,0.8308
19.7534,16.3426,0.9028
19.9406,16.4845,0.9063
20.2134,17.808,0.8543
18.8869,16.9226,0.8206
20.7911,17.8137,0.8865
19.1932,16.8422,0.8427
16.4858,14.6453,0.7843
15.2033,15.3475,0.6648
15.5951,17.7818,0.5958
16.3334,15.2733,0.742
18.9539,15.905,0.8773
18.6674,17.1266,0.798
21.8869,17.9846,0.939
17.6328,16.6863,0.7571
24.1059,19.9078,0.9597
20.0847,16.4706,0.9159
18.0172,16.3551,0.7959
19.2587,16.8952,0.8439
19.1399,16.0638,0.8802
23.6538,18.2428,1.0225
21.0978,14.7637,1.0904
19.03,16.451,0.8528
22.5461,19.2386,0.912
16.0368,14.848,0.7433
20.0742,19.8036,0.7612
22.9389,17.8042,1.0076
22.9294,19.8662,0.9025
19.5492,17.4665,0.833
21.0124,16.2738,0.9839
25.4365,20.5264,0.9956
21.0039,18.5107,0.8646
17.7573,16.8558,0.7568
18.7084,17.61,0.7784
19.0891,15.4152,0.914
17.9566,17.1408,0.7559
24.8825,20.6058,0.9649
22.3075,18.9145,0.915
14.2338,14.3366,0.6441
19.7763,17.1,0.8641
16.6939,18.6536,0.6269
17.1442,13.6789,0.8878
20.9117,15.8593,1.0033
14.7923,15.7078,0.6234
20.8395,16.8372,0.9407
14.5018,15.2255,0.6241
19.2826,16.1204,0.886
13.757,16.4455,0.5325
20.6897,20.2637,0.7743
25.3855,20.5701,0.991
18.156,15.9133,0.8267
19.7219,18.9886,0.7753
22.8108,17.6207,1.0108
18.3497,16.5174,0.8082
27.6465,21.5859,1.0491
15.7027,15.598,0.6862
18.3743,15.9093,0.8407
20.5987,17.1792,0.908
20.4244,16.8523,0.9153
20.8192,17.2558,0.9167
14.0828,14.5395,0.6247
22.2305,18.4874,0.932
20.4364,18.1418,0.8509
18.6414,17.3305,0.7871
20.8015,19.5696,0.8075
21.046,18.5545,0.8648
21.0283,17.4905,0.9164
15.1344,17.2632,0.5871
21.3194,17.9793,0.9077
19.5333,15.9668,0.9102
18.3944,17.9578,0.7459
16.8515,17.3481,0.6832
21.2882,19.5645,0.8325
18.6954,15.3916,0.8898
21.7874,17.6625,0.9505
21.0822,18.563,0.8664
24.7272,20.0913,0.9819
19.2822,15.9717,0.8942
15.9616,17.4753,0.6273
17.079,16.6333,0.7262
22.2546,18.173,0.9495
24.5909,18.6256,1.0518
12.7242,13.117,0.5889
22.6498,18.1898,0.9703
23.4415,17.1091,1.0779
22.3859,17.1482,1.0139
24.2602,19.4664,0.9894
19.3942,16.1295,0.8924
24.865,19.3237,1.028
20.7817,18.5081,0.8527
19.6403,16.9733,0.8625
19.1941,16.7392,0.848
16.3222,15.4428,0.7332
21.8626,18.155,0.9288
25.3607,20.3252,1.0017
20.8065,15.676,1.0083
22.2328,17.6943,0.9739
23.2553,21.8369,0.836
23.7792,19.4189,0.9671
19.0883,16.5824,0.8496
18.971,17.3678,0.8044
22.4777,17.0144,1.0272
19.7525,17.4091,0.8474
16.2972,15.2024,0.7431
20.9215,17.7536,0.8968
19.8915,17.2897,0.8613
21.598,16.8025,0.9878
16.636,16.0342,0.7257
16.8023,15.6593,0.7537
19.2807,15.7017,0.9095
18.4741,17.5176,0.7692
22.8615,18.7475,0.9527
22.5916,18.4958,0.9511
17.7792,16.7798,0.7616
22.2593,19.6808,0.877
21.101,18.2921,0.8802
20.4478,19.4012,0.7962
21.4045,17.2647,0.9502
17.7032,15.5401,0.8174
18.4225,18.3539,0.7313
17.0462,14.3966,0.8367
23.7315,18.0359,1.0386
18.6267,16.0678,0.8481
16.0208,16.0138,0.6882
20.4993,19.0607,0.8132
19.7365,17.9261,0.8221
18.6448,17.1623,0.795
19.2569,18.1299,0.7864
16.7273,16.0786,0.7294
21.186,18.2675,0.8861
25.8882,22.2242,0.9399
22.5851,19.826,0.887
16.6256,16.3554,0.7108
20.3357,20.1104,0.7626
18.6157,16.1855,0.8412
23.4856,24.0342,0.7691
22.4545,19.5542,0.8926
23.7123,19.0165,0.984
19.5492,16.2813,0.8936
19.3589,17.2807,0.8309
20.8544,19.298,0.8216
18.9302,16.6346,0.8374
22.0646,19.1572,0.8908
16.3942,15.3711,0.7413
15.0879,16.7338,0.6028
20.5873,17.3926,0.8962
21.7276,17.8105,0.9392
20.3463,17.3959,0.8822
18.2382,14.9602,0.8849
22.5648,20.6803,0.8494
15.9455,16.0971,0.68
25.4341,20.7547,0.9845
22.861,18.1359,0.9848
20.9946,17.1606,0.9321
17.5289,16.1372,0.7764
23.9513,19.0339,0.9957
26.1306,21.0111,1.0057
19.2963,20.7123,0.6902
15.71,17.6914,0.6054
23.2958,19.5286,0.9369
21.9055,18.7316,0.9025
22.3144,19.2864,0.8978
20.7214,18.8142,0.8356
23.7727,18.5567,1.0116
17.9345,18.3862,0.7035
21.7936,16.8404,0.9972
17.7602,15.0204,0.8495
18.4673,16.2417,0.8292
17.3524,15.9988,0.7721
21.8433,17.4166,0.9671
19.864,18.2582,0.8141
20.2538,16.4773,0.9258
19.4989,18.4903,0.7841
18.3177,17.1718,0.7756
15.9635,15.4681,0.7088
19.1518,15.5023,0.9129
21.4408,17.7352,0.927
22.9279,18.9671,0.9452
17.029,16.7016,0.7202
19.5032,17.4618,0.8306
21.0522,17.6656,0.9087
21.9183,18.2434,0.9274
19.9325,18.2558,0.818
23.2653,17.048,1.0714
17.0091,16.1433,0.7439
18.9474,17.5743,0.7936
16.5519,14.5809,0.7923
13.8944,14.0806,0.6317
18.9134,16.7215,0.8321
15.2912,15.8294,0.6501
16.8369,15.5518,0.7611
19.4469,16.8978,0.855
21.561,17.8295,0.9289
21.7765,20.1893,0.831
16.1566,14.7145,0.7582
13.7306,16.3454,0.5341
19.5446,16.9076,0.8602
17.2327,17.7581,0.6889
17.6158,16.362,0.771
16.2863,17.6073,0.641
15.2225,14.8228,0.6896
21.4036,17.9847,0.9121
20.8582,18.612,0.852
19.92,18.9551,0.7871
18.8956,17.2489,0.8056
18.0019,16.5725,0.7845
15.6188,14.2894,0.7431
23.6573,17.2294,1.0829
21.9177,20.1104,0.8412
16.2762,14.6918,0.7675
25.0835,19.1853,1.0468
29.7705,21.2381,1.1663
23.4376,20.0423,0.9199
15.7796,15.7968,0.6824
13.0729,17.4856,0.4617
16.4497,15.676,0.7304
15.6973,16.8175,0.6361
22.4476,18.9123,0.9226
16.3406,15.1287,0.7496
22.8077,17.3799,1.0246
16.0868,16.8205,0.6591
18.3506,13.9174,0.9593
18.9858,15.5041,0.9021
18.2105,17.1472,0.7704
14.9443,14.9638,0.6646
19.8403,15.8639,0.9355
20.6873,15.9874,0.9812
14.7421,14.6729,0.664
20.1688,15.2737,0.9931
14.7131,16.6231,0.5843
16.3464,14.7062,0.7715
18.5489,16.8918,0.8021
20.2433,18.7491,0.813
17.4543,16.097,0.7737
20.2331,15.9298,0.9563
22.3664,17.2154,1.0088
18.5667,16.3433,0.8301
18.2994,17.3131,0.7682
18.3547,17.1846,0.7771
17.947,15.8116,0.8188
19.1664,14.835,0.9549
17.8941,15.2629,0.8448
23.6705,21.196,0.8808
22.8299,17.2885,1.0313
21.8144,17.9757,0.9354
24.4527,19.3615,1.0047
19.7028,18.457,0.7966
21.4719,21.2987,0.7734
23.3486,17.709,1.0361
20.2267,17.3504,0.8776
14.636,15.6358,0.6163
23.8149,17.8195,1.0559
21.4339,18.9478,0.8673
25.0469,18.1546,1.1042
18.7233,16.7493,0.8193
17.3559,15.918,0.7762
22.7331,17.3469,1.0223
20.3285,17.5836,0.8718
21.5074,20.3527,0.8111
19.0013,19.5572,0.7159
19.8285,16.9753,0.8735
17.519,14.8539,0.8428
18.9741,17.0138,0.8213
22.058,18.3419,0.93
18.2911,16.4479,0.8081
19.7081,17.0674,0.8618
25.0305,22.2897,0.8986
18.2064,15.927,0.8292
19.4115,16.3624,0.8808
22.7459,18.1266,0.979
22.1327,20.798,0.8238
16.1794,14.8697,0.7518
14.155,15.2682,0.5996
19.0722,16.1277,0.8725
23.0676,18.4791,0.9777
19.1176,19.4993,0.724
19.1043,16.8991,0.8346
16.3769,14.5521,0.7818
16.5573,17.5113,0.66
21.6359,17.5711,0.9468
15.4574,15.7494,0.664
17.8633,16.2657,0.7908
19.0316,18.2798,0.7676
20.4331,17.3756,0.8882
17.8626,15.5671,0.8263
17.9942,17.2488,0.7533
17.8427,15.281,0.8404
18.0357,15.2307,0.8559
17.7993,14.6168,0.8757
13.4346,16.183,0.5212
21.969,19.2475,0.8816
16.8646,15.4882,0.766
20.2101,18.098,0.8404
25.0059,20.0264,0.999
20.066,17.8718,0.843
15.2876,13.7707,0.7471
19.4212,17.545,0.822
24.0331,19.533,0.9744
20.3754,17.5736,0.8749
15.7719,14.1435,0.7616
15.6249,13.6462,0.7786
18.5249,18.6238,0.7262
17.5229,14.6372,0.8556
20.5016,19.5506,0.7929
15.6893,15.9789,0.669
22.2316,17.5815,0.9801
19.7032,16.014,0.9181
17.9029,15.8151,0.8159
23.7156,20.4709,0.9143
16.7341,16.3104,0.7194
21.1301,16.5294,0.9758
18.0886,20.1048,0.651
22.0229,17.9284,0.9495
19.2791,18.3024,0.7802
17.8947,15.809,0.8157
16.2616,14.0029,0.8042
22.2711,18.1639,0.9508
21.5726,16.5485,1.0015
17.6075,16.3949,0.769
16.6087,15.6611,0.7412
21.0684,18.5731,0.8651
21.0033,18.6326,0.8589
23.6513,18.3621,1.0157
17.9902,17.9949,0.7219
15.4698,15.9283,0.6573
18.0901,16.4525,0.7956
21.7342,20.4843,0.8169
15.7135,15.5394,0.6894
21.8381,18.7778,0.8967
21.7659,18.3293,0.9147
16.3542,14.0456,0.8084
17.8556,15.4466,0.8323
18.7961,17.3194,0.7966
22.0142,18.9694,0.8969
22.3994,17.0144,1.0226
19.863,16.858,0.8817
18.9086,17.0893,0.8139
16.3574,13.9486,0.8142
22.2148,18.7031,0.9204
18.2357,19.2257,0.6884
15.9776,14.9874,0.7325
18.3021,17.8742,0.7442
20.1756,16.254,0.9337
22.157,19.7798,0.8674
17.5887,18.0907,0.6959
19.0733,17.2588,0.8154
19.8759,19.2684,0.772
13.2778,13.4715,0.6145
17.4481,16.348,0.7614
22.7112,18.0051,0.9837
16.5689,16.8742,0.6856
20.561,19.4436,0.8003
14.9034,17.6579,0.5608
17.7459,16.7584,0.7606
18.1195,15.1662,0.865
19.0802,15.5515,0.9054
22.9887,19.0788,0.9429
16.5954,15.5788,0.7443
18.7084,16.4866,0.8315
23.2135,19.058,0.9557
18.0375,18.098,0.7204
20.8638,16.6381,0.9535
18.6482,16.6271,0.8208
16.3139,15.9217,0.7106
14.1183,17.0902,0.5335
15.8901,16.1811,0.673
16.8493,15.4926,0.7648
18.1218,17.2147,0.7622
23.5198,17.88,1.0358
22.4651,18.1895,0.9602
17.1297,16.1689,0.7502
21.6907,15.6898,1.0638
17.3912,15.1227,0.8194
21.9285,16.8092,1.0071
17.8756,16.2389,0.7929
18.86,15.597,0.8886
18.7059,17.0579,0.8035
18.0607,16.4228,0.7953
14.9099,15.8801,0.624
23.1888,18.6771,0.9739
18.4768,16.2391,0.8299
23.3305,17.1798,1.067
21.3876,18.859,0.869
24.1328,18.8401,1.0155
26.3749,20.9689,1.0194
19.8279,17.5745,0.8437
19.8971,20.8317,0.7151
15.3052,17.0238,0.6053
19.2683,16.6603,0.8564
17.3458,15.2284,0.8107
21.3137,17.2561,0.9454
16.3211,15.7754,0.7176
16.1636,14.4118,0.7746
13.045,14.8906,0.5403
19.3134,18.161,0.7881
22.9025,18.7651,0.954
22.5053,19.4346,0.9007
17.5095,15.8425,0.7896
21.394,17.6314,0.9298
22.3054,18.1313,0.9545
23.2764,18.717,0.9765
21.7079,17.2477,0.9687
13.5869,17.3945,0.4937
19.6812,16.5021,0.8897
17.5439,15.1362,0.8287
20.0924,16.9297,0.8915
20.3896,18.4195,0.8355
23.2694,20.5288,0.8899
20.0094,16.8862,0.8889
18.4995,17.5153,0.7707
23.1887,18.8885,0.963
19.6439,17.1927,0.8518
17.6883,14.6818,0.8642
19.8301,16.6941,0.8883
21.0414,19.0914,0.8402
21.0543,14.9764,1.072
17.4007,15.6063,0.7946
19.2721,16.4815,0.8659
20.0884,18.4279,0.8188
19.9945,16.6523,0.9005
19.9209,17.6493,0.8454
14.4616,15.5397,0.6089
25.9002,19.9973,1.0452
19.4178,17.9664,0.8025
16.1015,16.7555,0.6626
26.2043,23.2191,0.9132
17.7677,16.1627,0.7899
15.7235,15.8049,0.6785
13.3371,14.2797,0.5838
16.2665,15.7211,0.7167
17.1416,16.1093,0.7537
21.8434,17.0945,0.9853
19.5954,16.1155,0.9057
21.8113,18.5171,0.9079
16.5831,14.7832,0.7835
16.1162,17.7693,0.6256
19.1604,18.0023,0.7866
16.0548,16.7678,0.6593
17.4899,15.1405,0.8249
22.1725,19.9326,0.8615
16.5844,16.7502,0.6916
22.2512,17.6622,0.9767
20.5631,18.1818,0.856
24.0426,18.2938,1.0409
19.8201,18.2662,0.8113
22.852,16.9329,1.0543
20.3618,19.2322,0.7988
14.5635,14.4963,0.6597
19.7883,18.2276,0.8113
15.9504,16.2896,0.6722
15.9812,16.4264,0.6685
22.9618,19.1722,0.9369
19.1557,16.2419,0.8716
15.9811,14.9325,0.7354
18.0062,16.0742,0.8091
19.1874,17.517,0.8099
21.5679,17.2979,0.9578
19.4322,16.7765,0.8603
21.2242,18.7087,0.8672
19.6334,14.472,1.0112
20.8056,19.2365,0.8216
16.9734,16.3809,0.7309
17.6277,14.2715,0.8848
21.4221,22.095,0.7432
15.1611,17.3565,0.5854
22.2267,16.3161,1.0558
20.7364,16.27,0.9672
20.7566,17.8342,0.8835
16.5275,14.1617,0.814
22.5012,17.3115,1.011
19.0354,19.4776,0.7206
18.7185,16.0007,0.8574
20.8884,18.5966,0.8544
22.2976,18.8832,0.916
20.3697,17.7995,0.8635
17.8487,15.617,0.8227
15.9284,15.5787,0.7015
17.6802,16.0443,0.7903
20.9783,17.5668,0.9096
16.4997,14.72,0.7812
18.8033,19.5466,0.7062
22.7379,18.5499,0.9562
17.2511,16.0401,0.7638
18.166,17.0617,0.7717
20.2327,17.9269,0.8497
21.6157,19.0036,0.8743
23.9951,18.7744,1.0118
22.8146,20.3537,0.8752
16.8,15.9569,0.7395
23.7232,18.9131,0.99
18.7151,15.6099,0.8786
21.7887,17.4769,0.9606
19.4856,16.4983,0.878
17.7235,15.4192,0.8252
18.5139,16.1402,0.8373
26.0016,21.9135,0.9584
16.689,14.219,0.8221
19.1217,15.0418,0.9388
24.0498,19.8565,0.9594
21.2842,16.6926,0.9755
18.906,16.0843,0.8646
24.105,19.3909,0.9853
16.0261,17.9782,0.6133
14.296,13.938,0.667
22.4595,18.3339,0.9523
17.2933,15.1803,0.8098
23.1102,22.0677,0.8207
16.5677,16.2852,0.7103
20.1399,16.9756,0.8919
19.6887,18.8173,0.7806
19.3166,17.6055,0.8132
19.8118,16.5547,0.8947
22.7667,19.0939,0.9305
19.7019,16.1686,0.9093
14.4962,17.4734,0.5435
19.7919,18.338,0.8066
17.3745,16.8371,0.735
19.1297,16.7793,0.8421
17.3299,16.5865,0.7434
17.2887,14.9586,0.8215
17.5344,15.6543,0.8007
20.158,16.2084,0.9352
18.2482,15.8852,0.834
17.5254,18.1282,0.6909
21.7047,21.0755,0.7926
25.3919,19.0192,1.0722
25.1102,18.8567,1.0665
18.8452,17.9369,0.7719
20.2483,18.2735,0.8344
24.998,18.8088,1.0632
21.9861,15.5027,1.0957
23.3078,19.1832,0.9544
12.4552,15.1715,0.4914
20.8552,18.7362,0.8462
15.8558,15.9729,0.6796
23.5808,17.8121,1.0432
15.6666,14.8402,0.7188
20.412,20.3214,0.7584
17.1419,15.6265,0.777
19.2451,17.2887,0.824
17.2055,15.5789,0.7835
24.2015,22.5682,0.8508
19.1549,15.8274,0.8943
17.2086,19.257,0.634
15.3397,14.9123,0.6934
18.9459,15.6863,0.889
18.0595,15.4907,0.8431
16.461,16.6757,0.6873
21.1733,18.2212,0.8876
22.3513,19.7361,0.8792
18.2232,17.7419,0.7453
22.0753,19.1555,0.8914
15.1353,16.9949,0.5964
24.5955,18.3616,1.0672
17.272,17.14,0.716
23.2755,17.962,1.0175
24.021,21.4353,0.8874
18.758,16.1802,0.8503
20.7479,18.1416,0.8681
20.3084,16.8821,0.9068
25.8314,23.745,0.8773
16.7073,14.8496,0.7884
17.9267,17.6491,0.7324
18.1829,16.7305,0.788
13.1581,18.7443,0.4352
19.7275,17.1609,0.8582
19.5845,16.4485,0.8867
22.7055,17.5659,1.0079
17.0169,17.2241,0.6977
21.3484,17.126,0.9546
16.4243,14.0829,0.8112
14.6476,15.2353,0.6332
20.5657,16.3422,0.9525
21.9399,19.3922,0.8735
15.9536,15.7031,0.6975
21.5525,20.0457,0.8257
15.8353,14.9367,0.7254
14.2804,15.6957,0.5913
24.4422,18.6481,1.0426
19.6771,16.6349,0.8823
21.9551,16.5986,1.0215
18.743,15.7012,0.8753
